"Epoch: 0, Elapsed: 3.36 mins, lr: 1.000e-3, Loss: 0.3900, d_acc: 95.88%, e_acc: 95.16%, dEER: 6.87%, eEER: 6.79%, best_dEER: 6.87% from epoch 0."
"Epoch: 53, Elapsed: 1.91 mins, lr: 0.066e-3, Loss: 0.0017, d_acc: 99.10%, e_acc: 0.00%, dEER: 1.70%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 54, Elapsed: 1.91 mins, lr: 0.063e-3, Loss: 0.0012, d_acc: 98.68%, e_acc: 0.00%, dEER: 1.90%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 55, Elapsed: 1.90 mins, lr: 0.060e-3, Loss: 0.0015, d_acc: 98.79%, e_acc: 0.00%, dEER: 1.86%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 56, Elapsed: 1.91 mins, lr: 0.057e-3, Loss: 0.0013, d_acc: 98.71%, e_acc: 0.00%, dEER: 1.83%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 57, Elapsed: 1.91 mins, lr: 0.054e-3, Loss: 0.0010, d_acc: 98.93%, e_acc: 0.00%, dEER: 1.69%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 58, Elapsed: 1.91 mins, lr: 0.051e-3, Loss: 0.0009, d_acc: 98.80%, e_acc: 0.00%, dEER: 1.82%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 59, Elapsed: 1.91 mins, lr: 0.048e-3, Loss: 0.0015, d_acc: 98.82%, e_acc: 0.00%, dEER: 1.73%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 60, Elapsed: 1.91 mins, lr: 0.046e-3, Loss: 0.0021, d_acc: 99.24%, e_acc: 0.00%, dEER: 1.21%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 61, Elapsed: 1.91 mins, lr: 0.044e-3, Loss: 0.0012, d_acc: 99.01%, e_acc: 0.00%, dEER: 1.30%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 62, Elapsed: 1.90 mins, lr: 0.042e-3, Loss: 0.0009, d_acc: 98.99%, e_acc: 0.00%, dEER: 1.32%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 63, Elapsed: 1.90 mins, lr: 0.039e-3, Loss: 0.0008, d_acc: 98.73%, e_acc: 0.00%, dEER: 1.58%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 64, Elapsed: 1.91 mins, lr: 0.038e-3, Loss: 0.0007, d_acc: 11.32%, e_acc: 0.00%, dEER: 21.33%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 65, Elapsed: 1.91 mins, lr: 0.036e-3, Loss: 0.0013, d_acc: 98.94%, e_acc: 0.00%, dEER: 1.33%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 66, Elapsed: 1.92 mins, lr: 0.034e-3, Loss: 0.0011, d_acc: 98.88%, e_acc: 0.00%, dEER: 1.40%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 67, Elapsed: 1.91 mins, lr: 0.032e-3, Loss: 0.0008, d_acc: 45.74%, e_acc: 0.00%, dEER: 21.06%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 68, Elapsed: 1.91 mins, lr: 0.031e-3, Loss: 0.0006, d_acc: 98.73%, e_acc: 0.00%, dEER: 1.72%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 69, Elapsed: 1.91 mins, lr: 0.029e-3, Loss: 0.0014, d_acc: 10.37%, e_acc: 0.00%, dEER: 21.85%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 70, Elapsed: 1.90 mins, lr: 0.028e-3, Loss: 0.0010, d_acc: 99.06%, e_acc: 0.00%, dEER: 1.28%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 71, Elapsed: 1.91 mins, lr: 0.026e-3, Loss: 0.0009, d_acc: 98.98%, e_acc: 0.00%, dEER: 1.43%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 72, Elapsed: 1.90 mins, lr: 0.025e-3, Loss: 0.0008, d_acc: 98.93%, e_acc: 0.00%, dEER: 1.45%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 73, Elapsed: 1.90 mins, lr: 0.024e-3, Loss: 0.0007, d_acc: 59.58%, e_acc: 0.00%, dEER: 20.18%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 74, Elapsed: 1.90 mins, lr: 0.022e-3, Loss: 0.0008, d_acc: 98.25%, e_acc: 0.00%, dEER: 3.44%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 75, Elapsed: 1.91 mins, lr: 0.021e-3, Loss: 0.0011, d_acc: 12.85%, e_acc: 0.00%, dEER: 21.79%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 76, Elapsed: 1.90 mins, lr: 0.020e-3, Loss: 0.0012, d_acc: 98.94%, e_acc: 0.00%, dEER: 1.44%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 77, Elapsed: 1.91 mins, lr: 0.019e-3, Loss: 0.0008, d_acc: 86.81%, e_acc: 0.00%, dEER: 13.39%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 78, Elapsed: 1.91 mins, lr: 0.018e-3, Loss: 0.0007, d_acc: 98.84%, e_acc: 0.00%, dEER: 1.62%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 79, Elapsed: 1.91 mins, lr: 0.017e-3, Loss: 0.0007, d_acc: 98.92%, e_acc: 0.00%, dEER: 1.48%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 80, Elapsed: 1.91 mins, lr: 0.017e-3, Loss: 0.0007, d_acc: 98.96%, e_acc: 0.00%, dEER: 1.49%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 81, Elapsed: 1.91 mins, lr: 0.016e-3, Loss: 0.0009, d_acc: 98.99%, e_acc: 0.00%, dEER: 1.41%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 82, Elapsed: 1.91 mins, lr: 0.015e-3, Loss: 0.0012, d_acc: 99.04%, e_acc: 0.00%, dEER: 1.36%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 83, Elapsed: 1.91 mins, lr: 0.014e-3, Loss: 0.0006, d_acc: 98.82%, e_acc: 0.00%, dEER: 1.81%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 84, Elapsed: 1.91 mins, lr: 0.013e-3, Loss: 0.0008, d_acc: 98.51%, e_acc: 0.00%, dEER: 2.15%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 85, Elapsed: 1.90 mins, lr: 0.013e-3, Loss: 0.0009, d_acc: 98.98%, e_acc: 0.00%, dEER: 1.55%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 86, Elapsed: 1.91 mins, lr: 0.012e-3, Loss: 0.0006, d_acc: 99.04%, e_acc: 0.00%, dEER: 1.39%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 87, Elapsed: 1.90 mins, lr: 0.012e-3, Loss: 0.0006, d_acc: 98.98%, e_acc: 0.00%, dEER: 1.39%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 88, Elapsed: 1.91 mins, lr: 0.011e-3, Loss: 0.0005, d_acc: 98.98%, e_acc: 0.00%, dEER: 1.44%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 89, Elapsed: 1.90 mins, lr: 0.010e-3, Loss: 0.0006, d_acc: 98.99%, e_acc: 0.00%, dEER: 1.40%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 90, Elapsed: 1.91 mins, lr: 0.010e-3, Loss: 0.0006, d_acc: 98.88%, e_acc: 0.00%, dEER: 1.81%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 91, Elapsed: 1.90 mins, lr: 0.009e-3, Loss: 0.0009, d_acc: 73.96%, e_acc: 0.00%, dEER: 17.34%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 92, Elapsed: 1.91 mins, lr: 0.009e-3, Loss: 0.0010, d_acc: 98.97%, e_acc: 0.00%, dEER: 1.42%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 93, Elapsed: 1.91 mins, lr: 0.008e-3, Loss: 0.0005, d_acc: 98.99%, e_acc: 0.00%, dEER: 1.44%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 94, Elapsed: 1.91 mins, lr: 0.008e-3, Loss: 0.0006, d_acc: 98.99%, e_acc: 0.00%, dEER: 1.43%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 95, Elapsed: 1.92 mins, lr: 0.008e-3, Loss: 0.0006, d_acc: 98.87%, e_acc: 0.00%, dEER: 1.78%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 96, Elapsed: 2.05 mins, lr: 0.007e-3, Loss: 0.0008, d_acc: 98.47%, e_acc: 0.00%, dEER: 3.20%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 97, Elapsed: 1.91 mins, lr: 0.007e-3, Loss: 0.0007, d_acc: 10.69%, e_acc: 0.00%, dEER: 22.73%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 98, Elapsed: 1.91 mins, lr: 0.007e-3, Loss: 0.0005, d_acc: 10.43%, e_acc: 0.00%, dEER: 22.22%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
"Epoch: 99, Elapsed: 1.90 mins, lr: 0.006e-3, Loss: 0.0007, d_acc: 98.97%, e_acc: 0.00%, dEER: 1.46%, eEER: 99.00%, best_dEER: 1.09% from epoch 28."
