"Epoch: 0, Elapsed: 1.97 mins, lr: 1.000e-3, Loss: 0.4453, d_acc: 77.44%, e_acc: 0.00%, dEER: 20.16%, eEER: 99.00%, best_dEER: 9.00% from epoch 0."
"Epoch: 40, Elapsed: 1.96 mins, lr: 0.129e-3, Loss: 0.0018, d_acc: 99.19%, e_acc: 0.00%, dEER: 1.47%, eEER: 99.00%, best_dEER: 0.88% from epoch 28."
"Epoch: 41, Elapsed: 1.98 mins, lr: 0.122e-3, Loss: 0.0018, d_acc: 93.81%, e_acc: 0.00%, dEER: 6.40%, eEER: 99.00%, best_dEER: 0.88% from epoch 28."
"Epoch: 42, Elapsed: 1.95 mins, lr: 0.116e-3, Loss: 0.0018, d_acc: 99.09%, e_acc: 0.00%, dEER: 1.44%, eEER: 99.00%, best_dEER: 0.88% from epoch 28."
"Epoch: 43, Elapsed: 1.97 mins, lr: 0.110e-3, Loss: 0.0017, d_acc: 99.12%, e_acc: 0.00%, dEER: 1.48%, eEER: 99.00%, best_dEER: 0.88% from epoch 28."
"Epoch: 44, Elapsed: 2.00 mins, lr: 0.105e-3, Loss: 0.0017, d_acc: 99.26%, e_acc: 0.00%, dEER: 1.19%, eEER: 99.00%, best_dEER: 0.88% from epoch 28."
"Epoch: 45, Elapsed: 1.98 mins, lr: 0.099e-3, Loss: 0.0017, d_acc: 99.07%, e_acc: 0.00%, dEER: 1.55%, eEER: 99.00%, best_dEER: 0.88% from epoch 28."
"Epoch: 46, Elapsed: 1.95 mins, lr: 0.094e-3, Loss: 0.0017, d_acc: 99.21%, e_acc: 0.00%, dEER: 1.33%, eEER: 99.00%, best_dEER: 0.88% from epoch 28."
"Epoch: 47, Elapsed: 1.94 mins, lr: 0.090e-3, Loss: 0.0019, d_acc: 99.35%, e_acc: 0.00%, dEER: 1.25%, eEER: 99.00%, best_dEER: 0.88% from epoch 28."
"Epoch: 48, Elapsed: 1.95 mins, lr: 0.085e-3, Loss: 0.0017, d_acc: 88.88%, e_acc: 0.00%, dEER: 11.77%, eEER: 99.00%, best_dEER: 0.88% from epoch 28."
"Epoch: 49, Elapsed: 1.95 mins, lr: 0.081e-3, Loss: 0.0017, d_acc: 99.31%, e_acc: 0.00%, dEER: 1.22%, eEER: 99.00%, best_dEER: 0.88% from epoch 28."
"Epoch: 50, Elapsed: 1.94 mins, lr: 0.077e-3, Loss: 0.0025, d_acc: 99.26%, e_acc: 0.00%, dEER: 1.35%, eEER: 99.00%, best_dEER: 0.88% from epoch 28."
"Epoch: 51, Elapsed: 1.95 mins, lr: 0.073e-3, Loss: 0.0017, d_acc: 99.27%, e_acc: 0.00%, dEER: 1.15%, eEER: 99.00%, best_dEER: 0.88% from epoch 28."
"Epoch: 52, Elapsed: 1.95 mins, lr: 0.069e-3, Loss: 0.0017, d_acc: 82.40%, e_acc: 0.00%, dEER: 22.59%, eEER: 99.00%, best_dEER: 0.88% from epoch 28."
"Epoch: 53, Elapsed: 1.94 mins, lr: 0.066e-3, Loss: 0.0018, d_acc: 83.10%, e_acc: 0.00%, dEER: 25.31%, eEER: 99.00%, best_dEER: 0.88% from epoch 28."
"Epoch: 54, Elapsed: 1.98 mins, lr: 0.063e-3, Loss: 0.0019, d_acc: 99.28%, e_acc: 0.00%, dEER: 1.20%, eEER: 99.00%, best_dEER: 0.88% from epoch 28."
"Epoch: 55, Elapsed: 1.94 mins, lr: 0.060e-3, Loss: 0.0018, d_acc: 98.96%, e_acc: 0.00%, dEER: 1.25%, eEER: 99.00%, best_dEER: 0.88% from epoch 28."
"Epoch: 56, Elapsed: 1.95 mins, lr: 0.057e-3, Loss: 0.0018, d_acc: 99.12%, e_acc: 0.00%, dEER: 1.72%, eEER: 99.00%, best_dEER: 0.88% from epoch 28."
"Epoch: 57, Elapsed: 1.94 mins, lr: 0.054e-3, Loss: 0.0018, d_acc: 84.40%, e_acc: 0.00%, dEER: 24.86%, eEER: 99.00%, best_dEER: 0.88% from epoch 28."
"Epoch: 58, Elapsed: 1.94 mins, lr: 0.051e-3, Loss: 0.0016, d_acc: 99.15%, e_acc: 0.00%, dEER: 1.34%, eEER: 99.00%, best_dEER: 0.88% from epoch 28."
"Epoch: 59, Elapsed: 1.94 mins, lr: 0.048e-3, Loss: 0.0019, d_acc: 99.18%, e_acc: 0.00%, dEER: 1.43%, eEER: 99.00%, best_dEER: 0.88% from epoch 28."
"Epoch: 60, Elapsed: 1.94 mins, lr: 0.046e-3, Loss: 0.0017, d_acc: 99.10%, e_acc: 0.00%, dEER: 1.37%, eEER: 99.00%, best_dEER: 0.88% from epoch 28."
"Epoch: 61, Elapsed: 3.31 mins, lr: 0.044e-3, Loss: 0.0017, d_acc: 99.40%, e_acc: 98.45%, dEER: 0.74%, eEER: 1.64%, best_dEER: 0.74% from epoch 61."
"Epoch: 62, Elapsed: 1.95 mins, lr: 0.042e-3, Loss: 0.0018, d_acc: 99.23%, e_acc: 0.00%, dEER: 1.15%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 63, Elapsed: 1.94 mins, lr: 0.039e-3, Loss: 0.0017, d_acc: 84.23%, e_acc: 0.00%, dEER: 17.12%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 64, Elapsed: 1.95 mins, lr: 0.038e-3, Loss: 0.0017, d_acc: 89.31%, e_acc: 0.00%, dEER: 28.90%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 65, Elapsed: 1.96 mins, lr: 0.036e-3, Loss: 0.0016, d_acc: 99.32%, e_acc: 0.00%, dEER: 0.97%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 66, Elapsed: 1.95 mins, lr: 0.034e-3, Loss: 0.0017, d_acc: 99.35%, e_acc: 0.00%, dEER: 1.16%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 67, Elapsed: 1.95 mins, lr: 0.032e-3, Loss: 0.0018, d_acc: 99.27%, e_acc: 0.00%, dEER: 1.08%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 68, Elapsed: 1.94 mins, lr: 0.031e-3, Loss: 0.0016, d_acc: 99.22%, e_acc: 0.00%, dEER: 1.05%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 69, Elapsed: 1.94 mins, lr: 0.029e-3, Loss: 0.0017, d_acc: 82.17%, e_acc: 0.00%, dEER: 19.99%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 70, Elapsed: 1.95 mins, lr: 0.028e-3, Loss: 0.0018, d_acc: 99.33%, e_acc: 0.00%, dEER: 1.03%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 71, Elapsed: 1.95 mins, lr: 0.026e-3, Loss: 0.0017, d_acc: 99.38%, e_acc: 0.00%, dEER: 1.00%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 72, Elapsed: 1.94 mins, lr: 0.025e-3, Loss: 0.0017, d_acc: 99.40%, e_acc: 0.00%, dEER: 0.89%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 73, Elapsed: 1.95 mins, lr: 0.024e-3, Loss: 0.0018, d_acc: 99.34%, e_acc: 0.00%, dEER: 1.04%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 74, Elapsed: 1.94 mins, lr: 0.022e-3, Loss: 0.0017, d_acc: 99.42%, e_acc: 0.00%, dEER: 0.91%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 75, Elapsed: 1.95 mins, lr: 0.021e-3, Loss: 0.0018, d_acc: 91.68%, e_acc: 0.00%, dEER: 6.49%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 76, Elapsed: 1.95 mins, lr: 0.020e-3, Loss: 0.0017, d_acc: 99.24%, e_acc: 0.00%, dEER: 1.17%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 77, Elapsed: 1.94 mins, lr: 0.019e-3, Loss: 0.0016, d_acc: 99.30%, e_acc: 0.00%, dEER: 1.11%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 78, Elapsed: 1.94 mins, lr: 0.018e-3, Loss: 0.0017, d_acc: 79.51%, e_acc: 0.00%, dEER: 20.56%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 79, Elapsed: 1.95 mins, lr: 0.017e-3, Loss: 0.0017, d_acc: 89.57%, e_acc: 0.00%, dEER: 28.48%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 80, Elapsed: 1.95 mins, lr: 0.017e-3, Loss: 0.0016, d_acc: 89.74%, e_acc: 0.00%, dEER: 28.81%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 81, Elapsed: 1.98 mins, lr: 0.016e-3, Loss: 0.0016, d_acc: 99.08%, e_acc: 0.00%, dEER: 1.32%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 82, Elapsed: 1.95 mins, lr: 0.015e-3, Loss: 0.0016, d_acc: 99.40%, e_acc: 0.00%, dEER: 1.06%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 83, Elapsed: 1.94 mins, lr: 0.014e-3, Loss: 0.0015, d_acc: 99.35%, e_acc: 0.00%, dEER: 1.06%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 84, Elapsed: 1.94 mins, lr: 0.013e-3, Loss: 0.0016, d_acc: 92.73%, e_acc: 0.00%, dEER: 6.28%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 85, Elapsed: 1.94 mins, lr: 0.013e-3, Loss: 0.0012, d_acc: 89.74%, e_acc: 0.00%, dEER: 49.34%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 86, Elapsed: 1.95 mins, lr: 0.012e-3, Loss: 0.0020, d_acc: 99.25%, e_acc: 0.00%, dEER: 1.09%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 87, Elapsed: 1.95 mins, lr: 0.012e-3, Loss: 0.0015, d_acc: 99.18%, e_acc: 0.00%, dEER: 1.19%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 88, Elapsed: 1.95 mins, lr: 0.011e-3, Loss: 0.0013, d_acc: 99.34%, e_acc: 0.00%, dEER: 1.04%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 89, Elapsed: 1.95 mins, lr: 0.010e-3, Loss: 0.0019, d_acc: 99.41%, e_acc: 0.00%, dEER: 1.02%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 90, Elapsed: 1.95 mins, lr: 0.010e-3, Loss: 0.0015, d_acc: 99.27%, e_acc: 0.00%, dEER: 1.06%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 91, Elapsed: 1.94 mins, lr: 0.009e-3, Loss: 0.0015, d_acc: 79.50%, e_acc: 0.00%, dEER: 21.28%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 92, Elapsed: 1.95 mins, lr: 0.009e-3, Loss: 0.0013, d_acc: 99.26%, e_acc: 0.00%, dEER: 1.11%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 93, Elapsed: 1.95 mins, lr: 0.008e-3, Loss: 0.0012, d_acc: 99.07%, e_acc: 0.00%, dEER: 1.24%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 94, Elapsed: 1.94 mins, lr: 0.008e-3, Loss: 0.0013, d_acc: 82.98%, e_acc: 0.00%, dEER: 15.27%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 95, Elapsed: 1.95 mins, lr: 0.008e-3, Loss: 0.0015, d_acc: 99.28%, e_acc: 0.00%, dEER: 1.03%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 96, Elapsed: 1.94 mins, lr: 0.007e-3, Loss: 0.0016, d_acc: 89.74%, e_acc: 0.00%, dEER: 49.37%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 97, Elapsed: 1.95 mins, lr: 0.007e-3, Loss: 0.0011, d_acc: 99.28%, e_acc: 0.00%, dEER: 1.16%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 98, Elapsed: 1.94 mins, lr: 0.007e-3, Loss: 0.0013, d_acc: 87.83%, e_acc: 0.00%, dEER: 9.90%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
"Epoch: 99, Elapsed: 1.95 mins, lr: 0.006e-3, Loss: 0.0012, d_acc: 83.91%, e_acc: 0.00%, dEER: 24.84%, eEER: 99.00%, best_dEER: 0.74% from epoch 61."
